Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
SAT - EVE, 9/5/2020, 045, 7648, 76849, 5 9 14 25 41 43 $2.50 M/0, 081583, 3 4 20 30 36 $110000.00, , 15 21 22 27 47 +7 x2 $66.00 M/0,
SUN - MID, 9/6/2020, 630, 6277, 76611, , , , , ,
SUN - EVE, 9/6/2020, 756, 7474, 46650, , , 6 8 12 22 37 $100000.00, , ,
MON - MID, 9/7/2020, 053, 2669, 21789, , , , , ,
MON - EVE, 9/7/2020, 323, 5444, 27580, 12 17 21 39 44 48 $2.60 M/0, 567783, 11 17 23 32 37 $110000.00, , ,4 7 25 30 36 +90
TUE - MID, 9/8/2020, 294, 2340, 28122, , , , , ,
TUE - EVE, 9/8/2020, 756, 4375, 62790, , , 5 16 22 25 37 $120000.00, 7 10 15 31 57 +21 x2 $97.00 M/0, ,
WED - MID, 9/9/2020, 291, 0262, 29108, , , , , ,
WED - EVE, 9/9/2020, 045, 4063, 78636, 1 2 3 6 21 37 $2.70 M/0, 078395, 14 21 30 34 37 $130000.00, , 27 52 55 60 64 +21 x3 $75.00 M/0,
THU - MID, 9/10/2020, 231, 5832, 89479, , , , , ,
THU - EVE, 9/10/2020, 181, 8038, 92947, , , 3 15 19 27 33 $100000.00, , ,4 13 25 28 33 +150
FRI - MID, 9/11/2020, 893, 0187, 22430, , , , , ,
FRI - EVE, 9/11/2020, 049, 2196, 17101, , , 4 17 18 26 27 $110000.00, 3 15 42 48 56 +13 x2 $108.00 M/0, ,
SAT - MID, 9/12/2020, 292, 3256, 44166, , , , , ,
SAT - EVE, 9/12/2020, 600, 5309, 68895, 18 22 34 39 40 44 $2.80 M/0, 943058, 1 13 16 28 36 $120000.00, , 16 17 20 53 67 +4 x2 $85.00 M/0,
SUN - MID, 9/13/2020, 639, 7735, 91208, , , , , ,
SUN - EVE, 9/13/2020, 935, 3586, 60083, , , 19 26 27 28 38 $130000.00, , ,
MON - MID, 9/14/2020, 443, 0324, 19728, , , , , ,
MON - EVE, 9/14/2020, 586, 6657, 92579, 10 15 18 39 45 47 $2.90 M/0, 363686, 17 27 28 38 39 $140000.00, , ,2 5 25 45 46 +100
TUE - MID, 9/15/2020, 555, 3999, 93401, , , , , ,
TUE - EVE, 9/15/2020, 840, 6564, 69016, , , 7 8 10 23 31 $167000.00, 25 28 38 59 62 +22 x4 $119.00 M/1, ,
WED - MID, 9/16/2020, 575, 8802, 55582, , , , , ,
WED - EVE, 9/16/2020, 469, 4330, 92649, 5 8 9 11 26 33 $3.00 M/0, 902160, 11 19 25 34 36 $196000.00, , 10 17 31 51 53 +1 x2 $94.00 M/1,
THU - MID, 9/17/2020, 706, 1638, 67370, , , , , ,
THU - EVE, 9/17/2020, 570, 2164, 77024, , , 12 21 23 31 37 $243000.00, , ,5 28 34 41 44 +50
FRI - MID, 9/18/2020, 359, 8913, 39028, , , , , ,
FRI - EVE, 9/18/2020, 664, 6962, 14901, , , 2 8 10 13 27 $297000.00, 26 29 41 52 64 +11 x3 $20.00 M/0, ,
SAT - MID, 9/19/2020, 475, 9321, 72735, , , , , ,
SAT - EVE, 9/19/2020, 086, 8590, 76412, 4 9 10 29 37 40 $3.10 M/0, 480409, 7 13 20 21 35 $348000.00, , 11 14 23 47 57 +14 x4 $20.00 M/0,
SUN - MID, 9/20/2020, 349, 8282, 35849, , , , , ,
SUN - EVE, 9/20/2020, 002, 2620, 20494, , , 3 11 14 20 34 $100000.00, , ,
MON - MID, 9/21/2020, 717, 9616, 70098, , , , , ,
MON - EVE, 9/21/2020, 487, 5716, 00238, 10 11 18 23 39 49 $3.20 M/0, 637158, 2 6 26 28 34 $110000.00, , ,7 28 39 41 47 +30
TUE - MID, 9/22/2020, 077, 1336, 64118, , , , , ,
TUE - EVE, 9/22/2020, 749, 7976, 80347, , , 1 11 14 20 32 $120000.00, 36 43 44 55 68 +12 x4 $22.00 M/0, ,
WED - MID, 9/23/2020, 208, 0036, 95601, , , , , ,
WED - EVE, 9/23/2020, 627, 2654, 79796, 11 17 35 36 37 45 $3.30 M/0, 098962, 13 18 22 25 31 $130000.00, , 8 17 49 52 59 +1 x2 $22.00 M/0,
THU - MID, 9/24/2020, 975, 3692, 17493, , , , , ,
THU - EVE, 9/24/2020, 103, 3510, 71724, , , 7 12 19 25 31 $140000.00, , ,17 21 30 40 46 +40
FRI - MID, 9/25/2020, 535, 2935, 54689, , , , , ,
FRI - EVE, 9/25/2020, 957, 1580, 29604, , , 7 15 27 28 39 $150000.00, 20 36 37 48 67 +16 x2 $24.00 M/0, ,
SAT - MID, 9/26/2020, 145, 0196, 18972, , , , , ,
SAT - EVE, 9/26/2020, 782, 6597, 93363, 9 11 22 24 29 41 $3.40 M/0, 999562, 3 11 12 24 36 $184000.00, , 11 21 27 36 62 +24 x3 $25.00 M/0,
SUN - MID, 9/27/2020, 500, 9068, 55146, , , , , ,
SUN - EVE, 9/27/2020, 834, 2853, 19110, , , 7 21 23 34 36 $222000.00, , ,
MON - MID, 9/28/2020, 866, 2086, 94771, , , , , ,
MON - EVE, 9/28/2020, 667, 9391, 03534, 8 9 26 28 43 49 $3.50 M/0, 697596, 10 21 33 36 38 $100000.00, , ,9 14 45 46 47 +80
TUE - MID, 9/29/2020, 768, 6663, 80077, , , , , ,
TUE - EVE, 9/29/2020, 771, 3961, 21606, , , 1 8 9 10 25 $110000.00, 14 39 43 44 67 +19 x3 $32.00 M/0, ,
WED - MID, 9/30/2020, 976, 5184, 50800, , , , , ,
WED - EVE, 9/30/2020, 659, 8779, 85487, 1 15 21 34 43 48 $3.60 M/0, 523216, 2 7 19 36 37 $120000.00, , 14 18 36 49 67 +18 x2 $34.00 M/0,
THU - MID, 10/1/2020, 943, 8299, 27124, , , , , ,
THU - EVE, 10/1/2020, 627, 0384, 52912, , , 6 19 21 22 26 $130000.00, , ,5 8 9 25 29 +10
FRI - MID, 10/2/2020, 832, 0890, 12363, , , , , ,
FRI - EVE, 10/2/2020, 194, 0743, 31244, , , 1 2 10 12 33 $100000.00, 9 38 47 49 68 +25 x2 $41.00 M/0, ,
SAT - MID, 10/3/2020, 758, 5417, 22636, , , , , ,
SAT - EVE, 10/3/2020, 687, 9114, 97497, 9 12 21 26 38 47 $3.70 M/0, 115738, 14 31 32 35 36 $110000.00, , 18 31 36 43 47 +20 x2 $43.00 M/0,
SUN - MID, 10/4/2020, 589, 4671, 44953, , , , , ,
SUN - EVE, 10/4/2020, 255, 3361, 24707, , , 19 21 33 35 38 $100000.00, , ,
MON - MID, 10/5/2020, 066, 3150, 46724, , , , , ,
MON - EVE, 10/5/2020, 588, 0815, 64965, 1 12 14 21 28 30 $3.80 M/0, 907377, 1 2 8 11 18 $100000.00, , ,7 17 29 35 45 +170
TUE - MID, 10/6/2020, 311, 0575, 62802, , , , , ,
TUE - EVE, 10/6/2020, 911, 8606, 80246, , , 17 22 23 24 37 $110000.00, 15 16 18 39 59 +17 x3 $50.00 M/0, ,
WED - MID, 10/7/2020, 190, 6247, 16373, , , , , ,
WED - EVE, 10/7/2020, 750, 6709, 40325, 4 16 18 32 44 48 $3.90 M/0, 115860, 3 10 15 21 32 $120000.00, , 6 24 30 53 56 +19 x2 $52.00 M/0,
THU - MID, 10/8/2020, 475, 1754, 75573, , , , , ,
THU - EVE, 10/8/2020, 710, 3295, 26265, , , 5 7 23 31 39 $130000.00, , ,28 30 31 42 43 +130
FRI - MID, 10/9/2020, 166, 5863, 53163, , , , , ,
FRI - EVE, 10/9/2020, 442, 1400, 81563, , , 2 11 19 21 33 $140000.00, 5 11 25 27 64 +13 x2 $60.00 M/0, ,
SAT - MID, 10/10/2020, 945, 2198, 76207, , , , , ,
SAT - EVE, 10/10/2020, 118, 8880, 84871, 2 6 10 22 35 36 $4.00 M/0, 721951, 1 11 12 25 33 $100000.00, , 5 18 23 40 50 +18 x3 $62.00 M/0,
SUN - MID, 10/11/2020, 683, 4640, 29218, , , , , ,
SUN - EVE, 10/11/2020, 982, 8851, 17357, , , 3 17 19 22 23 $110000.00, , ,
MON - MID, 10/12/2020, 775, 1951, 09437, , , , , ,
MON - EVE, 10/12/2020, 570, 9908, 92167, 8 9 19 29 43 48 $4.10 M/0, 709085, 12 17 19 24 34 $120000.00, , ,2 11 21 39 42 +40
TUE - MID, 10/13/2020, 225, 7023, 70378, , , , , ,
TUE - EVE, 10/13/2020, 418, 7299, 10704, , , 7 12 13 21 38 $100000.00, 11 44 45 46 70 +25 x2 $69.00 M/0, ,
WED - MID, 10/14/2020, 111, 0311, 13862, , , , , ,
WED - EVE, 10/14/2020, 166, 9224, 77881, 8 9 13 25 26 47 $4.20 M/0, 600535, 4 10 11 23 27 $110000.00, , 21 37 52 53 58 +5 x2 $72.00 M/0,
THU - MID, 10/15/2020, 202, 3383, 40234, , , , , ,
THU - EVE, 10/15/2020, 729, 0702, 11921, , , 1 9 17 23 36 $100000.00, , ,4 14 27 44 47 +110
FRI - MID, 10/16/2020, 776, 0884, 85006, , , , , ,
FRI - EVE, 10/16/2020, 741, 5120, 00234, , , 6 21 27 36 39 $110000.00, 27 32 50 52 57 +12 x5 $77.00 M/0, ,
SAT - MID, 10/17/2020, 849, 7201, 79854, , , , , ,
SAT - EVE, 10/17/2020, 531, 6080, 48004, 16 19 32 35 37 41 $4.30 M/0, 013693, 11 18 29 33 36 $120000.00, , 6 10 31 37 44 +23 x2 $82.00 M/0,
SUN - MID, 10/18/2020, 503, 2889, 35481, , , , , ,
SUN - EVE, 10/18/2020, 370, 6058, 58721, , , 1 3 14 15 19 $130000.00, , ,
MON - MID, 10/19/2020, 526, 2791, 91009, , , , , ,
MON - EVE, 10/19/2020, 101, 0762, 18753, 15 21 27 31 38 48 $4.40 M/0, 247001, 11 16 27 36 38 $140000.00, , ,11 17 23 34 41 +70
TUE - MID, 10/20/2020, 745, 8957, 94603, , , , , ,
TUE - EVE, 10/20/2020, 915, 1563, 60962, , , 7 10 17 18 25 $100000.00, 46 54 57 58 66 +10 x3 $86.00 M/0, ,
WED - MID, 10/21/2020, 617, 5415, 24826, , , , , ,
WED - EVE, 10/21/2020, 845, 1482, 11673, 4 7 11 14 19 42 $4.50 M/0, 525757, 1 7 8 11 34 $110000.00, , 1 3 13 44 56 +26 x3 $91.00 M/0,
THU - MID, 10/22/2020, 071, 2448, 32346, , , , , ,
THU - EVE, 10/22/2020, 212, 7881, 70249, , , 6 14 27 29 39 $100000.00, , ,11 24 35 37 39 +80
FRI - MID, 10/23/2020, 514, 7281, 42150, , , , , ,
FRI - EVE, 10/23/2020, 411, 2533, 56904, , , 2 6 8 18 30 $110000.00, 18 34 44 60 69 +22 x2 $97.00 M/0, ,
SAT - MID, 10/24/2020, 011, 4731, 84646, , , , , ,
SAT - EVE, 10/24/2020, 233, 5802, 13708, 11 20 22 41 46 48 $4.60 M/0, 936498, 8 19 25 27 39 $100000.00, , 18 20 27 45 65 +6 x2 $102.00 M/0,
SUN - MID, 10/25/2020, 735, 5822, 62969, , , , , ,
SUN - EVE, 10/25/2020, 611, 6774, 41470, , , 9 15 24 25 28 $110000.00, , ,
MON - MID, 10/26/2020, 550, 5204, 67838, , , , , ,
MON - EVE, 10/26/2020, 772, 5939, 35301, 1 6 8 22 40 45 $4.70 M/0, 846833, 16 17 29 32 38 $120000.00, , ,9 12 20 30 38 +60
TUE - MID, 10/27/2020, 248, 3772, 91122, , , , , ,
TUE - EVE, 10/27/2020, 807, 9558, 12613, , , 3 9 10 21 36 $130000.00, 6 13 34 46 62 +1 x3 $109.00 M/0, ,
WED - MID, 10/28/2020, 739, 2259, 21320, , , , , ,
WED - EVE, 10/28/2020, 525, 8297, 23920, 22 24 26 28 38 42 $4.80 M/0, 683673, 1 12 15 23 36 $100000.00, , 11 28 37 40 53 +13 x2 $116.00 M/0,
THU - MID, 10/29/2020, 741, 7085, 69359, , , , , ,
THU - EVE, 10/29/2020, 441, 9277, 50239, , , 11 16 20 26 39 $110000.00, , ,2 11 32 44 47 +100
FRI - MID, 10/30/2020, 492, 6838, 58186, , , , , ,
FRI - EVE, 10/30/2020, 179, 6797, 11460, , , 13 18 25 34 37 $120000.00, 14 19 34 39 59 +11 x2 $118.00 M/0, ,
SAT - MID, 10/31/2020, 694, 8029, 06609, , , , , ,
SAT - EVE, 10/31/2020, 222, 1741, 86414, 8 19 25 29 37 48 $4.90 M/0, 998912, 7 9 12 24 33 $130000.00, , 2 6 40 42 55 +24 x3 $127.00 M/0,
SUN - MID, 11/1/2020, 814, 2143, 25579, , , , , ,
SUN - EVE, 11/1/2020, 332, 7262, 47624, , , 12 18 27 37 38 $140000.00, , ,
MON - MID, 11/2/2020, 955, 5405, 80973, , , , , ,
MON - EVE, 11/2/2020, 684, 3878, 03342, 6 32 33 34 35 37 $5.00 M/0, 174822, 17 24 26 27 39 $162000.00, , ,7 24 26 33 42 +110
TUE - MID, 11/3/2020, 319, 7666, 85635, , , , , ,
TUE - EVE, 11/3/2020, 006, 5129, 61845, , , 12 14 18 19 35 $208000.00, 7 31 44 45 55 +19 x3 $129.00 M/0, ,
WED - MID, 11/4/2020, 615, 9701, 71545, , , , , ,
WED - EVE, 11/4/2020, 404, 1146, 42367, 3 29 32 38 40 41 $5.10 M/0, 252669, 8 10 15 19 37 $260000.00, , 23 32 33 45 49 +14 x2 $137.00 M/0,
THU - MID, 11/5/2020, 746, 2638, 90051, , , , , ,
THU - EVE, 11/5/2020, 956, 7245, 28707, , , 6 15 31 32 37 $100000.00, , ,2 4 8 17 31 +20
FRI - MID, 11/6/2020, 136, 5234, 91177, , , , , ,
FRI - EVE, 11/6/2020, 131, 9155, 45854, , , 2 5 36 38 39 $110000.00, 18 24 27 34 60 +2 x2 $142.00 M/0, ,
SAT - MID, 11/7/2020, 557, 1408, 20096, , , , , ,
SAT - EVE, 11/7/2020, 603, 9441, 78357, 8 36 38 42 47 48 $5.20 M/0, 928116, 5 6 12 15 36 $120000.00, , 14 16 37 48 58 +18 x2 $149.00 M/0,
SUN - MID, 11/8/2020, 227, 3549, 58995, , , , , ,
SUN - EVE, 11/8/2020, 410, 8416, 98256, , , 7 14 26 33 37 $130000.00, , ,
MON - MID, 11/9/2020, 470, 0518, 62070, , , , , ,
MON - EVE, 11/9/2020, 923, 8895, 06403, 2 7 20 31 37 39 $5.30 M/0, 121902, 1 8 10 12 24 $140000.00, , ,22 24 33 42 45 +50
TUE - MID, 11/10/2020, 069, 4672, 58123, , , , , ,
TUE - EVE, 11/10/2020, 272, 1626, 45955, , , 12 20 22 25 36 $150000.00, 23 45 53 58 62 +13 x5 $152.00 M/0, ,
WED - MID, 11/11/2020, 859, 3126, 55061, , , , , ,
WED - EVE, 11/11/2020, 797, 8668, 98366, 16 21 29 30 36 38 $5.40 M/0, 033969, 14 16 22 31 38 $180000.00, , 13 15 17 45 63 +13 x2 $158.00 M/0,
THU - MID, 11/12/2020, 017, 4274, 59876, , , , , ,
THU - EVE, 11/12/2020, 457, 7209, 76795, , , 7 21 24 29 37 $228000.00, , ,14 17 24 33 46 +20
FRI - MID, 11/13/2020, 304, 8091, 53925, , , , , ,
FRI - EVE, 11/13/2020, 894, 9148, 87645, , , 3 13 26 35 38 $278000.00, 6 7 14 28 59 +7 x2 $165.00 M/0, ,
SAT - MID, 11/14/2020, 143, 0674, 84844, , , , , ,
SAT - EVE, 11/14/2020, 657, 0243, 96441, 9 17 18 29 33 45 $5.50 M/0, 266644, 2 13 18 30 39 $343000.00, , 7 15 18 32 45 +20 x2 $168.00 M/0,
SUN - MID, 11/15/2020, 308, 8461, 82087, , , , , ,
SUN - EVE, 11/15/2020, 887, 9291, 38307, , , 8 16 26 33 35 $100000.00, , ,
MON - MID, 11/16/2020, 607, 6477, 63738, , , , , ,
MON - EVE, 11/16/2020, 055, 8428, 33655, 3 15 20 32 37 44 $5.60 M/0, 244133, 6 7 11 31 36 $110000.00, , ,3 8 16 38 44 +150
TUE - MID, 11/17/2020, 976, 3253, 73711, , , , , ,
TUE - EVE, 11/17/2020, 563, 3453, 86184, , , 3 8 22 29 34 $120000.00, 8 13 35 46 68 +16 x3 $176.00 M/0, ,
WED - MID, 11/18/2020, 204, 6086, 48802, , , , , ,
WED - EVE, 11/18/2020, 030, 9603, 72256, 15 20 21 28 33 35 $5.70 M/0, 306509, 3 13 14 21 32 $130000.00, , 4 5 17 43 52 +5 x2 $179.00 M/0,
THU - MID, 11/19/2020, 872, 0109, 86008, , , , , ,
THU - EVE, 11/19/2020, 209, 3517, 77294, , , 7 10 23 25 34 $140000.00, , ,5 16 27 35 36 +40
FRI - MID, 11/20/2020, 330, 4994, 54674, , , , , ,
FRI - EVE, 11/20/2020, 468, 8767, 98132, , , 11 18 24 37 38 $155000.00, 26 33 45 61 68 +17 x3 $188.00 M/0, ,
SAT - MID, 11/21/2020, 929, 2927, 44836, , , , , ,
SAT - EVE, 11/21/2020, 710, 5998, 73008, 4 25 30 34 43 49 $5.80 M/0, 196872, 2 16 28 30 38 $100000.00, , 51 54 57 60 69 +11 x2 $192.00 M/0,
SUN - MID, 11/22/2020, 121, 1574, 05711, , , , , ,
SUN - EVE, 11/22/2020, 317, 4213, 18570, , , 2 3 14 19 35 $110000.00, , ,
MON - MID, 11/23/2020, 438, 9130, 02781, , , , , ,
MON - EVE, 11/23/2020, 890, 0075, 44967, 8 13 18 26 33 39 $5.90 M/1, 836126, 4 8 16 17 19 $100000.00, , ,13 23 31 37 39 +110
TUE - MID, 11/24/2020, 058, 8006, 97074, , , , , ,
TUE - EVE, 11/24/2020, 816, 1146, 00218, , , 14 17 19 26 31 $110000.00, 9 15 34 61 64 +6 x2 $200.00 M/0, ,
WED - MID, 11/25/2020, 598, 6988, 63390, , , , , ,
WED - EVE, 11/25/2020, 780, 1383, 30982, 3 10 26 31 33 35 $1.00 M/0, 863091, 1 8 12 23 39 $120000.00, , 2 57 58 60 65 +26 x2 $202.00 M/0,
THU - MID, 11/26/2020, 064, 7655, 07241, , , , , ,
THU - EVE, 11/26/2020, 011, 0751, 87910, , , 1 5 27 30 32 $130000.00, , ,11 25 31 41 43 +90
FRI - MID, 11/27/2020, 305, 5658, 35790, , , , , ,
FRI - EVE, 11/27/2020, 853, 2269, 33467, , , 1 10 27 33 39 $140000.00, 4 10 27 35 58 +10 x2 $214.00 M/0, ,
SAT - MID, 11/28/2020, 991, 0681, 79166, , , , , ,
SAT - EVE, 11/28/2020, 977, 9611, 72434, 9 13 14 29 30 39 $1.10 M/0, 074388, 4 8 12 27 32 $150000.00, , 8 12 18 44 51 +18 x2 $216.00 M/0,
SUN - MID, 11/29/2020, 044, 1986, 57689, , , , , ,
SUN - EVE, 11/29/2020, 580, 1781, 78529, , , 18 22 27 37 39 $166000.00, , ,
MON - MID, 11/30/2020, 045, 7039, 52183, , , , , ,
MON - EVE, 11/30/2020, 887, 8206, 69354, 8 13 24 29 34 45 $1.20 M/0, 620212, 4 6 13 30 37 $100000.00, , ,11 18 21 36 38 +90
TUE - MID, 12/1/2020, 585, 3526, 06724, , , , , ,
TUE - EVE, 12/1/2020, 049, 2616, 47418, , , 6 9 12 30 32 $110000.00, 7 33 53 61 65 +14 x2 $229.00 M/0, ,
WED - MID, 12/2/2020, 199, 1658, 46279, , , , , ,
WED - EVE, 12/2/2020, 636, 6706, 94836, 7 8 12 22 24 27 $1.30 M/0, 943317, 1 4 13 20 23 $120000.00, , 28 31 40 41 46 +4 x3 $231.00 M/0,
THU - MID, 12/3/2020, 952, 0498, 64402, , , , , ,
THU - EVE, 12/3/2020, 136, 8982, 41434, , , 6 7 20 33 35 $130000.00, , ,11 17 22 25 37 +41
FRI - MID, 12/4/2020, 577, 3633, 52671, , , , , ,
FRI - EVE, 12/4/2020, 765, 3128, 92995, , , 15 22 23 27 36 $140000.00, 3 19 24 44 50 +8 x3 $244.00 M/0, ,
SAT - MID, 12/5/2020, 768, 6847, 14759, , , , , ,
SAT - EVE, 12/5/2020, 109, 0431, 66586, 3 14 18 31 39 48 $1.40 M/0, 534438, 11 20 23 24 33 $100000.00, , 3 4 6 48 53 +10 x2 $243.00 M/0,
SUN - MID, 12/6/2020, 868, 5304, 05655, , , , , ,
SUN - EVE, 12/6/2020, 523, 1765, 55369, , , 17 20 25 34 38 $110000.00, , ,
MON - MID, 12/7/2020, 757, 7816, 01453, , , , , ,
MON - EVE, 12/7/2020, 097, 6554, 56190, 9 10 14 28 32 39 $1.50 M/0, 072421, 8 14 17 27 39 $120000.00, , ,3 18 22 26 35 +140
TUE - MID, 12/8/2020, 275, 4927, 26264, , , , , ,
TUE - EVE, 12/8/2020, 634, 2906, 18496, , , 8 13 16 26 29 $130000.00, 15 19 33 39 68 +25 x3 $264.00 M/0, ,
WED - MID, 12/9/2020, 689, 8120, 78946, , , , , ,
WED - EVE, 12/9/2020, 456, 8935, 28308, 4 29 31 41 47 49 $1.60 M/0, 931981, 4 15 17 25 29 $100000.00, , 11 14 31 47 48 +4 x3 $262.00 M/0,
THU - MID, 12/10/2020, 011, 5952, 12171, , , , , ,
THU - EVE, 12/10/2020, 334, 0564, 74386, , , 11 18 25 37 39 $110000.00, , ,1 5 10 11 31 +150
FRI - MID, 12/11/2020, 609, 9145, 47159, , , , , ,
FRI - EVE, 12/11/2020, 358, 1953, 05375, , , 7 9 15 25 29 $120000.00, 19 31 37 55 67 +25 x4 $276.00 M/0, ,
SAT - MID, 12/12/2020, 060, 4445, 44991, , , , , ,
SAT - EVE, 12/12/2020, 237, 8555, 07606, 3 22 32 37 47 49 $1.70 M/0, 375099, 8 13 15 26 32 $100000.00, , 17 54 56 63 69 +20 x2 $277.00 M/0,
SUN - MID, 12/13/2020, 928, 0803, 86744, , , , , ,
SUN - EVE, 12/13/2020, 735, 4791, 84273, , , 8 10 14 27 39 $110000.00, , ,
MON - MID, 12/14/2020, 179, 8276, 48402, , , , , ,
MON - EVE, 12/14/2020, 680, 2643, 99348, 7 10 20 24 25 40 $1.80 M/0, 631508, 5 24 32 35 39 $120000.00, , ,7 25 34 37 43 +90
TUE - MID, 12/15/2020, 653, 9807, 99936, , , , , ,
TUE - EVE, 12/15/2020, 714, 4950, 28498, , , 24 28 29 34 36 $130000.00, 1 10 18 20 46 +15 x2 $291.00 M/0, ,
WED - MID, 12/16/2020, 044, 3066, 68952, , , , , ,
WED - EVE, 12/16/2020, 149, 9496, 85028, 17 20 21 23 32 45 $1.90 M/0, 650675, 3 8 13 17 19 $100000.00, , 4 23 37 61 67 +7 x2 $287.00 M/0,
THU - MID, 12/17/2020, 279, 6185, 72223, , , , , ,
THU - EVE, 12/17/2020, 389, 9621, 18777, , , 7 19 20 22 33 $110000.00, , ,1 20 28 38 45 +80
FRI - MID, 12/18/2020, 330, 2492, 32030, , , , , ,
FRI - EVE, 12/18/2020, 830, 5350, 93639, , , 6 17 18 21 33 $120000.00, 7 15 25 51 60 +5 x3 $310.00 M/0, ,
SAT - MID, 12/19/2020, 549, 7469, 09114, , , , , ,
SAT - EVE, 12/19/2020, 616, 5117, 20335, 2 5 12 14 34 38 $2.00 M/0, 890985, 2 3 21 27 37 $130000.00, , 27 32 34 43 52 +13 x2 $304.00 M/0,
SUN - MID, 12/20/2020, 754, 1947, 00428, , , , , ,
SUN - EVE, 12/20/2020, 870, 1716, 52152, , , 10 13 25 27 36 $140000.00, , ,
MON - MID, 12/21/2020, 276, 7706, 33672, , , , , ,
MON - EVE, 12/21/2020, 538, 1443, 62430, 15 24 30 32 33 38 $2.10 M/0, 728393, 2 5 9 26 28 $150000.00, , ,3 32 35 38 40 +30
TUE - MID, 12/22/2020, 777, 5405, 00700, , , , , ,
TUE - EVE, 12/22/2020, 443, 4855, 87622, , , 9 11 16 20 32 $160000.00, 29 53 56 59 67 +21 x2 $330.00 M/0, ,
WED - MID, 12/23/2020, 235, 5006, 03404, , , , , ,
WED - EVE, 12/23/2020, 753, 8917, 06467, 11 20 22 34 42 45 $2.20 M/0, 729322, 2 3 8 21 29 $199000.00, , 6 13 38 39 53 +6 x3 $321.00 M/0,
THU - MID, 12/24/2020, 519, 1555, 31543, , , , , ,
THU - EVE, 12/24/2020, 225, 1002, 74171, , , 14 17 22 31 38 $235000.00, , ,2 15 40 44 47 +120
FRI - MID, 12/25/2020, 854, 7818, 85168, , , , , ,
FRI - EVE, 12/25/2020, 655, 0179, 40828, , , 12 13 16 19 33 $295000.00, 17 23 36 69 70 +19 x2 $352.00 M/0, ,
SAT - MID, 12/26/2020, 654, 8117, 02513, , , , , ,
SAT - EVE, 12/26/2020, 310, 5531, 85711, 8 16 26 27 29 35 $2.30 M/0, 499954, 9 10 19 30 31 $336000.00, , 10 24 27 35 53 +18 x2 $341.00 M/0,
SUN - MID, 12/27/2020, 715, 3233, 58071, , , , , ,
SUN - EVE, 12/27/2020, 526, 0755, 64803, , , 16 18 21 24 31 $391000.00, , ,
MON - MID, 12/28/2020, 893, 4975, 39687, , , , , ,
MON - EVE, 12/28/2020, 094, 1876, 81022, 3 4 5 6 10 43 $2.40 M/0, 898711, 19 24 27 28 35 $461000.00, , ,6 9 11 15 29 +140
TUE - MID, 12/29/2020, 633, 9318, 19333, , , , , ,
TUE - EVE, 12/29/2020, 362, 5660, 33033, , , 8 10 16 28 31 $549000.00, 1 31 35 48 62 +19 x3 $376.00 M/0, ,
WED - MID, 12/30/2020, 685, 0367, 94453, , , , , ,
WED - EVE, 12/30/2020, 775, 2400, 65437, 1 11 13 35 40 48 $2.50 M/0, 851536, 7 14 19 26 31 $652000.00, , 3 43 45 61 65 +14 x2 $363.00 M/0,
THU - MID, 12/31/2020, 378, 2982, 70411, , , , , ,
THU - EVE, 12/31/2020, 855, 1979, 50898, , , 1 12 17 19 32 $100000.00, , ,11 28 30 39 43 +140
