Day - Draw, Date, Pick 3, Pick 4, Pick 5, Classic Lotto, Kicker, Rolling Cash 5, Mega Millions, Powerball, Lucky For Life
FRI - MID, 5/7/2021, 946, 3074, 75364, , , , , ,
FRI - EVE, 5/7/2021, 331, 3161, 14581, , , 15 30 32 35 39 $303000.00, 5 10 19 21 50 +10 x4 $370.00 M/0, ,
SAT - MID, 5/8/2021, 592, 2089, 58039, , , , , ,
SAT - EVE, 5/8/2021, 398, 7858, 08274, 5 15 28 32 43 44 $8.00 M/0, 751632, 2 3 9 18 32 $377000.00, , 12 17 20 21 26 +8 x3 $157.00 M/0,
SUN - MID, 5/9/2021, 687, 6178, 65081, , , , , ,
SUN - EVE, 5/9/2021, 408, 2972, 12358, , , 4 8 13 23 28 $444000.00, , ,
MON - MID, 5/10/2021, 602, 3317, 82822, , , , , ,
MON - EVE, 5/10/2021, 093, 6610, 64434, 4 9 15 21 26 46 $8.10 M/0, 650342, 5 10 11 25 28 $499000.00, , ,4 31 32 42 44 +70
TUE - MID, 5/11/2021, 752, 2494, 07232, , , , , ,
TUE - EVE, 5/11/2021, 668, 6305, 39569, , , 17 22 23 35 37 $100000.00, 7 8 20 36 39 +22 x3 $402.00 M/0, ,
WED - MID, 5/12/2021, 496, 7619, 71998, , , , , ,
WED - EVE, 5/12/2021, 315, 5419, 58982, 2 6 28 29 32 48 $8.20 M/0, 198786, 8 16 18 28 38 $110000.00, , 1 19 20 38 54 +17 x2 $168.00 M/0,
THU - MID, 5/13/2021, 663, 2657, 21089, , , , , ,
THU - EVE, 5/13/2021, 843, 4975, 75505, , , 16 19 24 25 39 $100000.00, , ,3 7 25 31 36 +80
FRI - MID, 5/14/2021, 250, 9963, 94158, , , , , ,
FRI - EVE, 5/14/2021, 286, 9793, 00037, , , 5 9 13 20 39 $110000.00, 3 18 41 44 68 +3 x2 $430.00 M/0, ,
SAT - MID, 5/15/2021, 448, 6050, 63349, , , , , ,
SAT - EVE, 5/15/2021, 327, 7273, 97178, 2 18 30 38 40 46 $8.30 M/0, 516035, 3 7 9 27 33 $120000.00, , 4 10 37 39 69 +24 x3 $183.00 M/0,
SUN - MID, 5/16/2021, 362, 9424, 08740, , , , , ,
SUN - EVE, 5/16/2021, 676, 9899, 31999, , , 5 9 26 28 29 $130000.00, , ,
MON - MID, 5/17/2021, 485, 2349, 18804, , , , , ,
MON - EVE, 5/17/2021, 091, 9654, 47097, 17 20 21 26 35 40 $8.40 M/0, 465728, 4 7 28 35 36 $140000.00, , ,18 29 32 40 44 +160
TUE - MID, 5/18/2021, 542, 0039, 72100, , , , , ,
TUE - EVE, 5/18/2021, 744, 3721, 82956, , , 1 8 14 18 26 $150000.00, 3 5 56 61 66 +4 x2 $475.00 M/0, ,
WED - MID, 5/19/2021, 993, 4146, 65335, , , , , ,
WED - EVE, 5/19/2021, 292, 6737, 21634, 11 16 17 23 38 46 $8.50 M/0, 588287, 2 16 17 27 39 $172000.00, , 11 13 55 56 69 +4 x2 $201.00 M/0,
THU - MID, 5/20/2021, 853, 5090, 06721, , , , , ,
THU - EVE, 5/20/2021, 666, 3592, 06829, , , 2 5 6 18 30 $100000.00, , ,7 13 38 43 44 +110
FRI - MID, 5/21/2021, 450, 6400, 20277, , , , , ,
FRI - EVE, 5/21/2021, 563, 4768, 64531, , , 5 14 22 28 29 $100000.00, 6 9 17 18 48 +8 x3 $515.00 M/1, ,
SAT - MID, 5/22/2021, 933, 9222, 18964, , , , , ,
SAT - EVE, 5/22/2021, 157, 2427, 22304, 1 10 23 24 43 47 $8.60 M/0, 788987, 6 26 29 31 36 $110000.00, , 3 19 27 37 40 +8 x2 $218.00 M/0,
SUN - MID, 5/23/2021, 796, 8435, 94830, , , , , ,
SUN - EVE, 5/23/2021, 818, 0564, 27673, , , 1 8 18 28 31 $120000.00, , ,
MON - MID, 5/24/2021, 963, 3902, 35893, , , , , ,
MON - EVE, 5/24/2021, 190, 8594, 63187, 12 14 15 17 19 32 $8.70 M/0, 109960, 6 10 11 12 20 $130000.00, , ,3 6 7 36 48 +30
TUE - MID, 5/25/2021, 911, 5063, 98535, , , , , ,
TUE - EVE, 5/25/2021, 048, 6433, 33363, , , 9 13 20 21 37 $140000.00, 14 21 31 34 54 +11 x3 $20.00 M/0, ,
WED - MID, 5/26/2021, 425, 3610, 59917, , , , , ,
WED - EVE, 5/26/2021, 550, 7817, 21696, 8 12 15 36 42 46 $8.80 M/0, 773458, 6 7 13 19 32 $150000.00, , 2 8 21 34 62 +16 x2 $236.00 M/0,
THU - MID, 5/27/2021, 143, 3484, 87659, , , , , ,
THU - EVE, 5/27/2021, 736, 9933, 50730, , , 6 12 18 37 39 $171000.00, , ,5 6 8 40 43 +170
FRI - MID, 5/28/2021, 501, 7193, 97953, , , , , ,
FRI - EVE, 5/28/2021, 201, 1169, 41436, , , 4 8 15 22 23 $210000.00, 10 14 20 47 70 +15 x2 $22.00 M/0, ,
SAT - MID, 5/29/2021, 081, 0143, 97129, , , , , ,
SAT - EVE, 5/29/2021, 606, 1949, 70632, 2 6 24 26 28 29 $8.90 M/0, 273750, 2 10 18 29 32 $100000.00, , 11 13 22 27 46 +20 x2 $253.00 M/0,
SUN - MID, 5/30/2021, 394, 8142, 85726, , , , , ,
SUN - EVE, 5/30/2021, 421, 9700, 06678, , , 2 15 23 33 37 $110000.00, , ,
MON - MID, 5/31/2021, 800, 1680, 60744, , , , , ,
MON - EVE, 5/31/2021, 611, 2911, 34899, 7 9 14 21 25 26 $9.00 M/0, 042561, 19 20 22 30 36 $120000.00, , ,2 19 28 31 47 +90
TUE - MID, 6/1/2021, 557, 4255, 18225, , , , , ,
TUE - EVE, 6/1/2021, 831, 0515, 12095, , , 8 10 20 25 30 $130000.00, 7 11 33 58 63 +23 x2 $34.00 M/0, ,
WED - MID, 6/2/2021, 063, 7204, 20268, , , , , ,
WED - EVE, 6/2/2021, 104, 9920, 50560, 2 15 17 24 30 34 $9.10 M/0, 467738, 2 17 21 22 23 $140000.00, , 6 7 11 66 67 +19 x3 $268.00 M/0,
THU - MID, 6/3/2021, 562, 1075, 30464, , , , , ,
THU - EVE, 6/3/2021, 445, 3550, 00528, , , 22 27 28 31 39 $163000.00, , ,11 19 22 29 48 +60
FRI - MID, 6/4/2021, 579, 4683, 18244, , , , , ,
FRI - EVE, 6/4/2021, 811, 7127, 26286, , , 4 18 24 32 37 $100000.00, 4 30 34 41 64 +8 x3 $45.00 M/0, ,
SAT - MID, 6/5/2021, 481, 2525, 72839, , , , , ,
SAT - EVE, 6/5/2021, 864, 3071, 23430, 3 5 24 31 32 39 $9.20 M/0, 071476, 8 10 17 24 30 $110000.00, , 44 52 54 64 69 +26 x3 $286.00 M/1,
SUN - MID, 6/6/2021, 353, 2307, 99263, , , , , ,
SUN - EVE, 6/6/2021, 099, 2363, 05637, , , 18 23 25 35 39 $100000.00, , ,
MON - MID, 6/7/2021, 206, 0413, 43135, , , , , ,
MON - EVE, 6/7/2021, 646, 6854, 07721, 7 17 18 25 40 44 $9.30 M/0, 316337, 3 10 29 37 38 $110000.00, , ,5 7 18 24 34 +180
TUE - MID, 6/8/2021, 290, 2955, 49056, , , , , ,
TUE - EVE, 6/8/2021, 375, 6768, 96171, , , 6 11 20 23 39 $120000.00, 9 22 39 41 54 +19 x3 $56.00 M/1, ,
WED - MID, 6/9/2021, 464, 3390, 51270, , , , , ,
WED - EVE, 6/9/2021, 542, 4423, 97479, 13 17 18 33 40 44 $9.40 M/0, 983220, 12 14 21 28 39 $130000.00, , 19 28 46 50 54 +9 x2 $20.00 M/0,
THU - MID, 6/10/2021, 509, 9616, 14317, , , , , ,
THU - EVE, 6/10/2021, 271, 9667, 01682, , , 5 6 17 25 33 $140000.00, , ,6 8 10 24 43 +150
FRI - MID, 6/11/2021, 275, 6116, 63129, , , , , ,
FRI - EVE, 6/11/2021, 142, 3746, 06907, , , 6 8 9 25 36 $165000.00, 4 43 56 63 68 +13 x4 $20.00 M/0, ,
SAT - MID, 6/12/2021, 667, 9768, 93744, , , , , ,
SAT - EVE, 6/12/2021, 962, 9953, 95716, 12 13 20 33 34 36 $9.50 M/0, 408470, 11 15 17 28 34 $204000.00, , 8 25 34 38 41 +10 x3 $31.00 M/0,
SUN - MID, 6/13/2021, 691, 0537, 42410, , , , , ,
SUN - EVE, 6/13/2021, 680, 5256, 62918, , , 4 9 14 24 32 $249000.00, , ,
MON - MID, 6/14/2021, 903, 2440, 97328, , , , , ,
MON - EVE, 6/14/2021, 965, 4835, 14471, 4 7 15 25 34 45 $9.60 M/0, 561044, 16 17 18 24 36 $291000.00, , ,3 17 19 21 37 +120
TUE - MID, 6/15/2021, 239, 9787, 00006, , , , , ,
TUE - EVE, 6/15/2021, 564, 0424, 25035, , , 5 13 19 36 37 $350000.00, 18 22 27 38 52 +11 x4 $22.00 M/0, ,
WED - MID, 6/16/2021, 081, 6429, 01574, , , , , ,
WED - EVE, 6/16/2021, 270, 3475, 92829, 2 8 17 19 47 48 $9.70 M/0, 088952, 8 15 29 31 35 $422000.00, , 19 29 34 44 50 +25 x2 $40.00 M/0,
THU - MID, 6/17/2021, 648, 8069, 09429, , , , , ,
THU - EVE, 6/17/2021, 734, 1721, 29763, , , 9 12 15 16 30 $502000.00, , ,7 10 24 29 45 +10
FRI - MID, 6/18/2021, 555, 6448, 87738, , , , , ,
FRI - EVE, 6/18/2021, 023, 1291, 22199, , , 5 16 35 36 39 $584000.00, 14 36 44 46 53 +18 x2 $30.00 M/0, ,
SAT - MID, 6/19/2021, 275, 0122, 50913, , , , , ,
SAT - EVE, 6/19/2021, 152, 6919, 23298, 8 13 20 28 35 40 $9.80 M/0, 992126, 3 5 23 30 33 $100000.00, , 4 22 35 38 39 +20 x2 $52.00 M/0,
SUN - MID, 6/20/2021, 467, 0590, 76895, , , , , ,
SUN - EVE, 6/20/2021, 679, 4608, 03088, , , 9 13 18 29 34 $110000.00, , ,
MON - MID, 6/21/2021, 948, 0413, 80375, , , , , ,
MON - EVE, 6/21/2021, 569, 9562, 38046, 8 13 14 18 37 38 $9.90 M/0, 738042, 11 24 25 27 33 $120000.00, , ,22 28 33 38 43 +170
TUE - MID, 6/22/2021, 111, 4032, 96017, , , , , ,
TUE - EVE, 6/22/2021, 963, 6333, 12840, , , 7 11 33 36 38 $130000.00, 1 26 48 51 59 +25 x4 $40.00 M/0, ,
WED - MID, 6/23/2021, 887, 6460, 59109, , , , , ,
WED - EVE, 6/23/2021, 974, 1734, 69651, 1 2 10 19 39 43 $10.00 M/0, 722105, 5 17 20 33 38 $100000.00, , 13 20 40 51 63 +1 x3 $63.00 M/0,
THU - MID, 6/24/2021, 200, 6238, 29721, , , , , ,
THU - EVE, 6/24/2021, 490, 1027, 65389, , , 20 28 30 31 36 $110000.00, , ,23 26 31 35 46 +120
FRI - MID, 6/25/2021, 840, 1900, 33518, , , , , ,
FRI - EVE, 6/25/2021, 992, 2170, 04028, , , 3 11 18 25 32 $120000.00, 17 20 42 45 65 +12 x4 $50.00 M/0, ,
SAT - MID, 6/26/2021, 821, 2722, 92118, , , , , ,
SAT - EVE, 6/26/2021, 126, 0958, 34820, 2 16 20 32 43 45 $10.10 M/0, 156717, 18 23 24 27 31 $130000.00, , 8 31 39 43 60 +17 x3 $75.00 M/0,
SUN - MID, 6/27/2021, 985, 3761, 80421, , , , , ,
SUN - EVE, 6/27/2021, 022, 7694, 65492, , , 4 12 15 33 37 $140000.00, , ,
MON - MID, 6/28/2021, 949, 9441, 71434, , , , , ,
MON - EVE, 6/28/2021, 067, 5015, 89039, 2 11 14 19 38 44 $10.20 M/0, 951272, 5 17 18 25 38 $167000.00, , ,5 7 23 25 48 +80
TUE - MID, 6/29/2021, 880, 1266, 68315, , , , , ,
TUE - EVE, 6/29/2021, 089, 7673, 35493, , , 18 19 21 36 39 $205000.00, 7 38 50 52 69 +21 x3 $61.00 M/0, ,
WED - MID, 6/30/2021, 199, 6445, 30066, , , , , ,
WED - EVE, 6/30/2021, 631, 0317, 77324, 5 16 38 44 48 49 $10.30 M/0, 356095, 3 9 23 28 33 $256000.00, , 24 29 50 65 66 +14 x4 $88.00 M/0,
THU - MID, 7/1/2021, 603, 2986, 86439, , , , , ,
THU - EVE, 7/1/2021, 819, 0618, 16106, , , 16 17 19 21 32 $100000.00, , ,15 22 30 33 43 +20
FRI - MID, 7/2/2021, 700, 9795, 93159, , , , , ,
FRI - EVE, 7/2/2021, 928, 6624, 29311, , , 1 4 7 32 34 $110000.00, 8 31 32 34 45 +19 x2 $72.00 M/0, ,
SAT - MID, 7/3/2021, 891, 3933, 98487, , , , , ,
SAT - EVE, 7/3/2021, 213, 1678, 49028, 6 15 16 19 24 47 $10.40 M/0, 683567, 1 4 13 14 22 $120000.00, , 26 40 41 55 65 +24 x2 $101.00 M/0,
SUN - MID, 7/4/2021, 366, 9697, 03408, , , , , ,
SUN - EVE, 7/4/2021, 095, 8271, 23542, , , 11 15 20 29 36 $130000.00, , ,
MON - MID, 7/5/2021, 079, 8462, 51189, , , , , ,
MON - EVE, 7/5/2021, 929, 5869, 11016, 7 10 14 17 22 40 $10.50 M/0, 419973, 17 18 24 36 39 $140000.00, , ,2 5 6 20 36 +110
TUE - MID, 7/6/2021, 898, 7531, 67576, , , , , ,
TUE - EVE, 7/6/2021, 727, 9946, 20972, , , 5 23 27 28 33 $164000.00, 18 47 63 68 69 +14 x3 $82.00 M/0, ,
WED - MID, 7/7/2021, 250, 9069, 76945, , , , , ,
WED - EVE, 7/7/2021, 055, 7009, 86375, 11 17 22 32 39 48 $10.60 M/0, 878190, 1 4 22 23 24 $202000.00, , 8 21 30 49 57 +8 x2 $113.00 M/0,
THU - MID, 7/8/2021, 108, 5183, 97596, , , , , ,
THU - EVE, 7/8/2021, 394, 3871, 02569, , , 18 21 26 30 32 $243000.00, , ,2 17 18 35 44 +180
FRI - MID, 7/9/2021, 635, 8109, 46804, , , , , ,
FRI - EVE, 7/9/2021, 174, 2429, 83512, , , 4 25 27 29 30 $300000.00, 6 37 39 41 46 +17 x2 $94.00 M/0, ,
SAT - MID, 7/10/2021, 002, 2688, 42527, , , , , ,
SAT - EVE, 7/10/2021, 355, 6512, 31174, 6 19 28 34 42 48 $10.70 M/0, 742685, 3 4 12 14 25 $100000.00, , 1 5 29 54 62 +3 x2 $127.00 M/0,
SUN - MID, 7/11/2021, 807, 1352, 00958, , , , , ,
SUN - EVE, 7/11/2021, 253, 5547, 43495, , , 16 17 19 22 37 $100000.00, , ,
MON - MID, 7/12/2021, 345, 3410, 67017, , , , , ,
MON - EVE, 7/12/2021, 894, 6985, 88557, 4 17 22 37 42 43 $10.80 M/0, 015662, 9 10 16 21 28 $110000.00, , ,11 12 22 24 46 +130
TUE - MID, 7/13/2021, 001, 1796, 14872, , , , , ,
TUE - EVE, 7/13/2021, 552, 3198, 75410, , , 20 22 24 35 39 $120000.00, 3 10 17 26 55 +24 x2 $104.00 M/0, ,
WED - MID, 7/14/2021, 878, 9358, 39843, , , , , ,
WED - EVE, 7/14/2021, 213, 0215, 79569, 8 12 14 32 35 48 $10.90 M/0, 998069, 24 29 32 36 37 $130000.00, , 33 46 52 59 62 +10 x2 $137.00 M/0,
THU - MID, 7/15/2021, 411, 3722, 87199, , , , , ,
THU - EVE, 7/15/2021, 122, 8129, 62903, , , 22 23 24 25 39 $100000.00, , ,5 10 14 15 19 +80
FRI - MID, 7/16/2021, 752, 7393, 74379, , , , , ,
FRI - EVE, 7/16/2021, 161, 8698, 64114, , , 2 3 25 28 31 $110000.00, 24 25 47 52 57 +24 x4 $117.00 M/0, ,
SAT - MID, 7/17/2021, 920, 9056, 36964, , , , , ,
SAT - EVE, 7/17/2021, 173, 9905, 48653, 13 23 25 27 38 39 $11.00 M/0, 006243, 3 12 26 37 38 $120000.00, , 15 22 38 54 66 +3 x2 $150.00 M/0,
SUN - MID, 7/18/2021, 453, 2821, 05213, , , , , ,
SUN - EVE, 7/18/2021, 551, 0274, 64404, , , 2 8 28 35 37 $130000.00, , ,
MON - MID, 7/19/2021, 389, 8717, 81486, , , , , ,
MON - EVE, 7/19/2021, 833, 7912, 52337, 4 13 17 41 44 47 $11.10 M/0, 016945, 3 9 15 22 33 $140000.00, , ,11 38 42 46 48 +10
TUE - MID, 7/20/2021, 916, 0155, 61324, , , , , ,
TUE - EVE, 7/20/2021, 434, 5983, 51983, , , 2 13 25 28 31 $157000.00, 10 26 30 52 57 +10 x2 $128.00 M/0, ,6 8 16 31 46 +130
WED - MID, 7/21/2021, 660, 8556, 50765, , , , , ,
WED - EVE, 7/21/2021, 638, 1324, 65332, 7 9 10 34 40 45 $11.20 M/0, 493090, 1 3 8 13 34 $191000.00, , 27 28 44 67 68 +11 x2 $161.00 M/0,5 30 36 42 44 +50
THU - MID, 7/22/2021, 206, 4770, 50833, , , , , ,
THU - EVE, 7/22/2021, 724, 4354, 88075, , , 15 19 22 34 37 $100000.00, , ,20 28 29 33 34 +40
FRI - MID, 7/23/2021, 575, 4362, 82852, , , , , ,
FRI - EVE, 7/23/2021, 923, 1673, 59345, , , 3 6 7 22 31 $110000.00, 13 17 19 40 69 +17 x3 $140.00 M/0, ,5 15 17 24 29 +140
SAT - MID, 7/24/2021, 701, 9436, 44013, , , , , ,
SAT - EVE, 7/24/2021, 269, 3685, 65154, 6 21 25 34 44 48 $11.30 M/0, 023145, 3 10 29 31 37 $120000.00, , 1 4 11 59 67 +10 x2 $174.00 M/0,12 13 26 33 42 +90
SUN - MID, 7/25/2021, 181, 0411, 47041, , , , , ,
SUN - EVE, 7/25/2021, 458, 7846, 29690, , , 1 3 11 13 27 $130000.00, , ,6 12 27 43 46 +150
MON - MID, 7/26/2021, 281, 1449, 05440, , , , , ,
MON - EVE, 7/26/2021, 135, 5961, 48380, 13 32 34 38 42 44 $11.40 M/0, 013649, 6 14 22 31 34 $100000.00, , ,8 26 39 42 46 +70
TUE - MID, 7/27/2021, 800, 8313, 26112, , , , , ,
TUE - EVE, 7/27/2021, 000, 9905, 20341, , , 2 3 13 36 37 $110000.00, 2 35 36 54 64 +11 x3 $153.00 M/0, ,7 31 33 47 48 +170
WED - MID, 7/28/2021, 443, 9871, 38034, , , , , ,
WED - EVE, 7/28/2021, 298, 3171, 05817, 7 23 27 30 31 49 $11.50 M/0, 675325, 1 2 4 10 34 $100000.00, , 25 30 53 59 60 +5 x3 $186.00 M/0,17 20 26 44 48 +50
THU - MID, 7/29/2021, 117, 9775, 89003, , , , , ,
THU - EVE, 7/29/2021, 596, 8166, 73531, , , 11 13 21 24 28 $110000.00, , ,2 4 9 10 39 +70
FRI - MID, 7/30/2021, 114, 5127, 05156, , , , , ,
FRI - EVE, 7/30/2021, 265, 1507, 04329, , , 5 9 10 11 23 $100000.00, 19 26 31 52 68 +10 x3 $166.00 M/0, ,6 41 44 46 48 +130
SAT - MID, 7/31/2021, 414, 2260, 32546, , , , , ,
SAT - EVE, 7/31/2021, 352, 0572, 84606, 6 12 21 31 37 44 $11.60 M/0, 624332, 3 13 15 25 35 $110000.00, , 1 21 22 34 47 +4 x2 $199.00 M/0,7 26 29 36 42 +60
SUN - MID, 8/1/2021, 314, 2836, 01941, , , , , ,
SUN - EVE, 8/1/2021, 772, 6201, 72818, , , 3 4 6 16 22 $120000.00, , ,7 30 32 46 48 +130
MON - MID, 8/2/2021, 965, 5299, 01507, , , , , ,
MON - EVE, 8/2/2021, 794, 3397, 53059, 6 12 19 29 43 44 $11.70 M/0, 035954, 5 11 23 30 31 $130000.00, , ,4 5 24 36 38 +20
TUE - MID, 8/3/2021, 206, 0219, 61844, , , , , ,
TUE - EVE, 8/3/2021, 785, 6754, 20866, , , 15 16 22 33 39 $140000.00, 1 9 17 27 34 +24 x2 $179.00 M/0, ,10 15 18 41 45 +100
WED - MID, 8/4/2021, 983, 1808, 65822, , , , , ,
WED - EVE, 8/4/2021, 673, 9065, 88738, 1 37 38 39 45 46 $11.80 M/0, 320081, 11 15 24 25 38 $150000.00, , 5 21 32 36 58 +14 x2 $211.00 M/0,1 25 30 36 37 +20
THU - MID, 8/5/2021, 485, 5936, 64618, , , , , ,
THU - EVE, 8/5/2021, 212, 2865, 54461, , , 11 17 28 32 34 $100000.00, , ,5 15 36 44 46 +170
FRI - MID, 8/6/2021, 428, 9480, 68456, , , , , ,
FRI - EVE, 8/6/2021, 066, 5636, 79085, , , 1 3 12 22 28 $110000.00, 9 18 40 46 69 +9 x2 $191.00 M/0, ,1 4 6 25 26 +10
SAT - MID, 8/7/2021, 900, 5879, 33262, , , , , ,
SAT - EVE, 8/7/2021, 556, 9473, 61501, 3 7 29 36 42 43 $11.90 M/0, 697355, 8 16 17 24 28 $120000.00, , 7 24 36 54 60 +23 x2 $226.00 M/0,2 35 41 43 44 +160
SUN - MID, 8/8/2021, 654, 7494, 11552, , , , , ,
SUN - EVE, 8/8/2021, 963, 5338, 71436, , , 6 22 27 29 35 $130000.00, , ,1 14 23 29 31 +60
MON - MID, 8/9/2021, 409, 6806, 93171, , , , , ,
MON - EVE, 8/9/2021, 563, 6390, 24032, 6 8 29 30 35 40 $12.00 M/0, 191387, 2 4 9 21 33 $140000.00, , ,2 4 19 35 48 +90
TUE - MID, 8/10/2021, 358, 2535, 69262, , , , , ,
TUE - EVE, 8/10/2021, 961, 2860, 85651, , , 6 7 11 29 32 $150000.00, 29 45 50 59 62 +12 x2 $208.00 M/0, ,15 22 34 44 48 +90
WED - MID, 8/11/2021, 856, 3103, 14628, , , , , ,
WED - EVE, 8/11/2021, 080, 5343, 29614, 1 16 17 23 24 46 $12.10 M/0, 363973, 6 11 31 38 39 $100000.00, , 12 18 20 29 30 +16 x3 $241.00 M/0,1 17 21 24 27 +140
THU - MID, 8/12/2021, 566, 3530, 36832, , , , , ,
THU - EVE, 8/12/2021, 684, 1235, 84332, , , 22 23 31 37 39 $110000.00, , ,1 9 19 20 31 +90
FRI - MID, 8/13/2021, 147, 5884, 82211, , , , , ,
FRI - EVE, 8/13/2021, 535, 0553, 57990, , , 3 26 33 37 38 $120000.00, 17 21 35 40 53 +11 x2 $225.00 M/0, ,6 10 16 26 31 +180
SAT - MID, 8/14/2021, 167, 2919, 42152, , , , , ,
SAT - EVE, 8/14/2021, 174, 5755, 61716, 12 26 42 45 46 48 $12.20 M/0, 502894, 1 12 24 30 35 $130000.00, , 6 21 49 65 67 +18 x2 $258.00 M/0,28 34 39 42 45 +40
SUN - MID, 8/15/2021, 236, 9602, 04314, , , , , ,
SUN - EVE, 8/15/2021, 096, 2840, 42153, , , 8 16 19 23 27 $145000.00, , ,16 23 26 29 46 +110
MON - MID, 8/16/2021, 566, 7666, 49885, , , , , ,
MON - EVE, 8/16/2021, 670, 5749, 71103, 2 3 25 35 39 44 $12.30 M/0, 641083, 3 23 26 27 30 $165000.00, , ,3 13 39 40 44 +150
TUE - MID, 8/17/2021, 273, 1769, 27354, , , , , ,
TUE - EVE, 8/17/2021, 951, 6452, 60288, , , 10 15 21 22 26 $197000.00, 3 6 16 38 56 +24 x3 $242.00 M/0, ,2 10 25 29 48 +60
WED - MID, 8/18/2021, 348, 0605, 55325, , , , , ,
WED - EVE, 8/18/2021, 012, 4585, 65083, 1 16 29 32 38 39 $12.40 M/0, 934028, 2 10 26 29 31 $235000.00, , 35 36 51 55 61 +26 x2 $274.00 M/0,18 21 22 31 33 +60
THU - MID, 8/19/2021, 327, 4789, 26030, , , , , ,
THU - EVE, 8/19/2021, 544, 2784, 96496, , , 12 17 19 28 38 $280000.00, , ,11 12 16 38 48 +110
FRI - MID, 8/20/2021, 228, 9617, 08978, , , , , ,
FRI - EVE, 8/20/2021, 385, 4683, 28687, , , 2 9 33 36 39 $332000.00, 41 43 51 57 70 +1 x2 $256.00 M/0, ,8 24 36 39 45 +60
SAT - MID, 8/21/2021, 159, 7309, 47303, , , , , ,
SAT - EVE, 8/21/2021, 420, 9075, 32099, 10 17 20 30 31 42 $12.50 M/0, 424942, 1 2 23 30 33 $400000.00, , 16 28 36 39 59 +4 x2 $290.00 M/0,1 10 23 27 33 +40
SUN - MID, 8/22/2021, 647, 4660, 53951, , , , , ,
SUN - EVE, 8/22/2021, 276, 0766, 03581, , , 6 13 26 37 39 $100000.00, , ,5 8 15 23 39 +140
MON - MID, 8/23/2021, 155, 0380, 18017, , , , , ,
MON - EVE, 8/23/2021, 253, 6722, 47318, 30 36 38 39 42 45 $12.60 M/0, 672485, 3 6 12 27 32 $100000.00, , 17 36 47 60 61 +15 x3 $293.00 M/0,4 6 24 32 45 +120
TUE - MID, 8/24/2021, 971, 7375, 34826, , , , , ,
TUE - EVE, 8/24/2021, 060, 3585, 55109, , , 7 12 18 31 34 $110000.00, 17 18 26 52 67 +19 x2 $270.00 M/0, ,4 10 13 24 44 +120
WED - MID, 8/25/2021, 336, 5100, 69979, , , , , ,
WED - EVE, 8/25/2021, 823, 0121, 59882, 3 11 12 27 28 31 $12.70 M/0, 410023, 5 11 15 26 31 $100000.00, , 27 39 54 56 59 +24 x3 $304.00 M/0,9 24 33 40 48 +110
THU - MID, 8/26/2021, 801, 3171, 15518, , , , , ,
THU - EVE, 8/26/2021, 387, 4285, 14446, , , 8 11 24 36 39 $100000.00, , ,9 12 31 36 45 +140
FRI - MID, 8/27/2021, 878, 1440, 59003, , , , , ,
FRI - EVE, 8/27/2021, 851, 6628, 75622, , , 8 12 22 24 38 $100000.00, 1 10 44 47 56 +23 x3 $288.00 M/0, ,4 8 17 35 39 +40
SAT - MID, 8/28/2021, 308, 9220, 12706, , , , , ,
SAT - EVE, 8/28/2021, 893, 4610, 98728, 4 7 21 35 41 49 $12.80 M/0, 514859, 5 8 19 33 36 $110000.00, , 12 22 26 46 59 +26 x2 $322.00 M/0,2 6 8 11 38 +20
SUN - MID, 8/29/2021, 978, 0593, 66893, , , , , ,
SUN - EVE, 8/29/2021, 979, 2344, 71820, , , 12 18 23 36 37 $120000.00, , ,4 19 30 42 48 +160
MON - MID, 8/30/2021, 153, 7804, 85618, , , , , ,
MON - EVE, 8/30/2021, 879, 1339, 28806, 10 17 20 27 32 44 $12.90 M/0, 916837, 3 8 21 24 28 $100000.00, , 3 15 45 51 61 +8 x2 $332.00 M/0,13 22 28 30 44 +110
TUE - MID, 8/31/2021, 578, 7045, 41876, , , , , ,
TUE - EVE, 8/31/2021, 364, 5153, 70073, , , 7 12 21 25 28 $110000.00, 8 14 31 58 68 +15 x3 $306.00 M/0, ,6 15 27 36 37 +40
WED - MID, 9/1/2021, 907, 0388, 09275, , , , , ,
WED - EVE, 9/1/2021, 682, 9445, 08832, 12 15 16 19 37 41 $13.00 M/0, 287154, 7 13 15 27 36 $100000.00, , 10 20 29 48 51 +17 x2 $345.00 M/0,7 21 23 26 36 +30
THU - MID, 9/2/2021, 247, 1851, 09457, , , , , ,
THU - EVE, 9/2/2021, 230, 2997, 71247, , , 3 4 16 24 26 $100000.00, , ,6 21 22 27 41 +130
FRI - MID, 9/3/2021, 224, 1183, 18568, , , , , ,
FRI - EVE, 9/3/2021, 310, 0220, 49320, , , 7 12 18 20 30 $110000.00, 7 10 12 61 65 +3 x2 $323.00 M/0, ,7 16 28 36 44 +120
SAT - MID, 9/4/2021, 621, 8161, 48758, , , , , ,
SAT - EVE, 9/4/2021, 178, 4772, 49526, 13 15 17 32 40 45 $13.10 M/0, 105515, 10 19 32 35 36 $120000.00, , 32 35 40 52 54 +1 x5 $367.00 M/0,20 22 23 33 40 +160
SUN - MID, 9/5/2021, 960, 2564, 69608, , , , , ,
SUN - EVE, 9/5/2021, 902, 2858, 22536, , , 4 11 27 32 34 $130000.00, , ,4 21 23 36 42 +30
MON - MID, 9/6/2021, 660, 3246, 13749, , , , , ,
